"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 21:38:32 GMT 2021","Fri Aug 06 21:38:57 GMT 2021","24690","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"passed","Fri Aug 06 21:40:00 GMT 2021","Fri Aug 06 21:40:25 GMT 2021","24478","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
"passed","Fri Aug 06 21:40:47 GMT 2021","Fri Aug 06 21:40:57 GMT 2021","10882","","login.LoginTest","","login.LoginTest","Login","Login()",""
"failed","Fri Aug 06 21:40:25 GMT 2021","Fri Aug 06 21:40:47 GMT 2021","21800","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
"passed","Fri Aug 06 21:39:25 GMT 2021","Fri Aug 06 21:39:39 GMT 2021","14011","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
"broken","Fri Aug 06 21:41:08 GMT 2021","Fri Aug 06 21:41:23 GMT 2021","15275","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 21:38:04 GMT 2021","Fri Aug 06 21:38:32 GMT 2021","28152","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 21:39:10 GMT 2021","Fri Aug 06 21:39:25 GMT 2021","14561","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"passed","Fri Aug 06 21:40:57 GMT 2021","Fri Aug 06 21:41:08 GMT 2021","10421","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"passed","Fri Aug 06 21:39:39 GMT 2021","Fri Aug 06 21:40:00 GMT 2021","21481","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"passed","Fri Aug 06 21:38:57 GMT 2021","Fri Aug 06 21:39:10 GMT 2021","13081","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
