"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 13:58:02 GMT 2021","Fri Aug 06 13:58:05 GMT 2021","3191","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
"broken","Fri Aug 06 13:58:17 GMT 2021","Fri Aug 06 13:58:21 GMT 2021","3141","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 13:58:14 GMT 2021","Fri Aug 06 13:58:17 GMT 2021","3137","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
"broken","Fri Aug 06 13:58:27 GMT 2021","Fri Aug 06 13:58:30 GMT 2021","3144","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 13:58:21 GMT 2021","Fri Aug 06 13:58:24 GMT 2021","3140","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Fri Aug 06 13:57:58 GMT 2021","Fri Aug 06 13:58:02 GMT 2021","3173","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"broken","Fri Aug 06 13:58:24 GMT 2021","Fri Aug 06 13:58:27 GMT 2021","3145","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Fri Aug 06 13:57:52 GMT 2021","Fri Aug 06 13:57:58 GMT 2021","6300","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 13:58:05 GMT 2021","Fri Aug 06 13:58:08 GMT 2021","3162","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 13:58:11 GMT 2021","Fri Aug 06 13:58:14 GMT 2021","3150","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"broken","Fri Aug 06 13:58:08 GMT 2021","Fri Aug 06 13:58:11 GMT 2021","3171","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
