"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 10:49:48 GMT 2021","Tue Aug 10 10:50:00 GMT 2021","11746","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSavingTest","Adatvédelmi nyilatkozat használatának tesztelése",""
"passed","Tue Aug 10 10:48:42 GMT 2021","Tue Aug 10 10:49:11 GMT 2021","28351","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","SearchingForFriendsAdvancedTest","Részletes keresés és lapozás tesztelése",""
"passed","Tue Aug 10 10:46:50 GMT 2021","Tue Aug 10 10:47:19 GMT 2021","29830","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","ClickingWhomCouldIKnowTest","Nevek kilistázása",""
"passed","Tue Aug 10 10:48:16 GMT 2021","Tue Aug 10 10:48:42 GMT 2021","26953","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","WritingAMessageTest","Levél írásának tesztelése",""
"passed","Tue Aug 10 10:46:27 GMT 2021","Tue Aug 10 10:46:50 GMT 2021","22279","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","ShareSomethingOnTheWallTest","Posztolás tesztelése egy megadott fájlból",""
"passed","Tue Aug 10 10:47:57 GMT 2021","Tue Aug 10 10:48:16 GMT 2021","18317","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformationTesting","MyVIP Ági nevének letöltése",""
"passed","Tue Aug 10 10:47:19 GMT 2021","Tue Aug 10 10:47:37 GMT 2021","17445","","logout.LogOutTest","","logout.LogOutTest","LoggingOutTest","Sikeres kilépés tesztelése",""
"passed","Tue Aug 10 10:50:00 GMT 2021","Tue Aug 10 10:50:16 GMT 2021","15860","","registration.RegTest","","registration.RegTest","RegistrationTest","Sikeres regisztráció automatizálásának a tesztelése",""
"passed","Tue Aug 10 10:49:37 GMT 2021","Tue Aug 10 10:49:48 GMT 2021","11422","","login.LoginTest","","login.LoginTest","LoginTesting","Sikeres belépés tesztelése",""
"failed","Tue Aug 10 10:49:11 GMT 2021","Tue Aug 10 10:49:37 GMT 2021","26141","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","PictureUploadAndDeleteTesting","Új kép feltöltése, törlése és pontos számozása",""
"passed","Tue Aug 10 10:47:37 GMT 2021","Tue Aug 10 10:47:57 GMT 2021","20246","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationOurProfilTest","Profil adatainak módosítása",""
