"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 13:45:22 GMT 2021","Fri Aug 06 13:45:25 GMT 2021","3153","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"broken","Fri Aug 06 13:45:37 GMT 2021","Fri Aug 06 13:45:41 GMT 2021","3137","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 13:45:18 GMT 2021","Fri Aug 06 13:45:22 GMT 2021","3172","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
"broken","Fri Aug 06 13:45:34 GMT 2021","Fri Aug 06 13:45:37 GMT 2021","3158","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Fri Aug 06 13:45:15 GMT 2021","Fri Aug 06 13:45:18 GMT 2021","3144","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 13:44:54 GMT 2021","Fri Aug 06 13:45:09 GMT 2021","14328","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 13:45:09 GMT 2021","Fri Aug 06 13:45:12 GMT 2021","3213","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"broken","Fri Aug 06 13:45:28 GMT 2021","Fri Aug 06 13:45:31 GMT 2021","3143","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 13:45:31 GMT 2021","Fri Aug 06 13:45:34 GMT 2021","3173","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Fri Aug 06 13:45:25 GMT 2021","Fri Aug 06 13:45:28 GMT 2021","3152","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
"broken","Fri Aug 06 13:45:12 GMT 2021","Fri Aug 06 13:45:15 GMT 2021","3172","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
