"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 14:05:43 GMT 2021","Fri Aug 06 14:05:46 GMT 2021","3009","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
"broken","Fri Aug 06 14:05:40 GMT 2021","Fri Aug 06 14:05:43 GMT 2021","3005","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 14:05:52 GMT 2021","Fri Aug 06 14:05:55 GMT 2021","3003","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Fri Aug 06 14:05:49 GMT 2021","Fri Aug 06 14:05:52 GMT 2021","3006","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
"broken","Fri Aug 06 14:05:46 GMT 2021","Fri Aug 06 14:05:49 GMT 2021","3003","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"broken","Fri Aug 06 14:05:37 GMT 2021","Fri Aug 06 14:05:40 GMT 2021","3189","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"broken","Fri Aug 06 14:05:37 GMT 2021","Fri Aug 06 14:05:40 GMT 2021","3159","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 14:05:46 GMT 2021","Fri Aug 06 14:05:49 GMT 2021","3004","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 14:05:40 GMT 2021","Fri Aug 06 14:05:43 GMT 2021","3006","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
"broken","Fri Aug 06 14:05:55 GMT 2021","Fri Aug 06 14:05:58 GMT 2021","3003","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Fri Aug 06 14:05:43 GMT 2021","Fri Aug 06 14:05:46 GMT 2021","3006","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
