"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 14:01:17 GMT 2021","Fri Aug 06 14:01:20 GMT 2021","3143","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
"broken","Fri Aug 06 14:00:58 GMT 2021","Fri Aug 06 14:01:07 GMT 2021","8880","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 14:01:33 GMT 2021","Fri Aug 06 14:01:36 GMT 2021","3158","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Fri Aug 06 14:01:30 GMT 2021","Fri Aug 06 14:01:33 GMT 2021","3157","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Fri Aug 06 14:01:07 GMT 2021","Fri Aug 06 14:01:11 GMT 2021","3182","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"broken","Fri Aug 06 14:01:11 GMT 2021","Fri Aug 06 14:01:14 GMT 2021","3169","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
"broken","Fri Aug 06 14:01:14 GMT 2021","Fri Aug 06 14:01:17 GMT 2021","3148","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 14:01:20 GMT 2021","Fri Aug 06 14:01:23 GMT 2021","3147","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"broken","Fri Aug 06 14:01:36 GMT 2021","Fri Aug 06 14:01:39 GMT 2021","3141","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 14:01:23 GMT 2021","Fri Aug 06 14:01:26 GMT 2021","3139","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
"broken","Fri Aug 06 14:01:26 GMT 2021","Fri Aug 06 14:01:30 GMT 2021","3169","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
