"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 19 19:34:06 GMT 2021","Thu Aug 19 19:34:09 GMT 2021","3201","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","WritingAMessageTest","Levél írásának tesztelése",""
"broken","Thu Aug 19 19:34:22 GMT 2021","Thu Aug 19 19:34:26 GMT 2021","3191","","registration.RegTest","","registration.RegTest","RegistrationTest","Sikeres regisztráció automatizálásának a tesztelése",""
"broken","Thu Aug 19 19:34:16 GMT 2021","Thu Aug 19 19:34:19 GMT 2021","3200","","login.LoginTest","","login.LoginTest","LoginTesting","Sikeres belépés tesztelése",""
"broken","Thu Aug 19 19:33:57 GMT 2021","Thu Aug 19 19:34:00 GMT 2021","3179","","logout.LogOutTest","","logout.LogOutTest","LoggingOutTest","Sikeres kilépés tesztelése",""
"broken","Thu Aug 19 19:33:38 GMT 2021","Thu Aug 19 19:33:53 GMT 2021","15679","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","ShareSomethingOnTheWallTest","Posztolás tesztelése egy megadott fájlból",""
"broken","Thu Aug 19 19:34:03 GMT 2021","Thu Aug 19 19:34:06 GMT 2021","3207","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformationTesting","MyVIP Ági nevének letöltése",""
"broken","Thu Aug 19 19:34:09 GMT 2021","Thu Aug 19 19:34:13 GMT 2021","3197","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","SearchingForFriendsAdvancedTest","Részletes keresés és lapozás tesztelése",""
"broken","Thu Aug 19 19:34:13 GMT 2021","Thu Aug 19 19:34:16 GMT 2021","3183","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","PictureUploadAndDeleteTesting","Új kép feltöltése, törlése és pontos számozása",""
"broken","Thu Aug 19 19:33:53 GMT 2021","Thu Aug 19 19:33:57 GMT 2021","3207","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","ClickingWhomCouldIKnowTest","Nevek kilistázása",""
"broken","Thu Aug 19 19:34:19 GMT 2021","Thu Aug 19 19:34:22 GMT 2021","3180","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSavingTest","Adatvédelmi nyilatkozat használatának tesztelése",""
"broken","Thu Aug 19 19:34:00 GMT 2021","Thu Aug 19 19:34:03 GMT 2021","3225","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationOurProfilTest","Profil adatainak módosítása",""
