"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 18:03:40 GMT 2021","Fri Aug 06 18:03:43 GMT 2021","3169","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"broken","Fri Aug 06 18:03:50 GMT 2021","Fri Aug 06 18:03:53 GMT 2021","3162","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
"broken","Fri Aug 06 18:03:47 GMT 2021","Fri Aug 06 18:03:50 GMT 2021","3137","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 18:03:43 GMT 2021","Fri Aug 06 18:03:47 GMT 2021","3144","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
"broken","Fri Aug 06 18:04:09 GMT 2021","Fri Aug 06 18:04:12 GMT 2021","3154","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 18:03:53 GMT 2021","Fri Aug 06 18:03:56 GMT 2021","3176","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"broken","Fri Aug 06 18:04:02 GMT 2021","Fri Aug 06 18:04:06 GMT 2021","3152","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Fri Aug 06 18:04:06 GMT 2021","Fri Aug 06 18:04:09 GMT 2021","3133","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Fri Aug 06 18:03:30 GMT 2021","Fri Aug 06 18:03:40 GMT 2021","9913","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 18:03:59 GMT 2021","Fri Aug 06 18:04:02 GMT 2021","3155","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 18:03:56 GMT 2021","Fri Aug 06 18:03:59 GMT 2021","3139","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
