"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 09 09:37:55 GMT 2021","Mon Aug 09 09:38:06 GMT 2021","10882","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Mon Aug 09 09:36:23 GMT 2021","Mon Aug 09 09:36:39 GMT 2021","15720","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"passed","Mon Aug 09 09:37:44 GMT 2021","Mon Aug 09 09:37:55 GMT 2021","11648","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Mon Aug 09 09:35:47 GMT 2021","Mon Aug 09 09:36:08 GMT 2021","20747","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"broken","Mon Aug 09 09:35:24 GMT 2021","Mon Aug 09 09:35:47 GMT 2021","22606","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Mon Aug 09 09:37:28 GMT 2021","Mon Aug 09 09:37:44 GMT 2021","15785","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
"broken","Mon Aug 09 09:36:39 GMT 2021","Mon Aug 09 09:36:56 GMT 2021","16595","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
"broken","Mon Aug 09 09:36:08 GMT 2021","Mon Aug 09 09:36:23 GMT 2021","15678","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
"broken","Mon Aug 09 09:37:12 GMT 2021","Mon Aug 09 09:37:28 GMT 2021","15685","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
"passed","Mon Aug 09 09:38:06 GMT 2021","Mon Aug 09 09:38:26 GMT 2021","19763","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Mon Aug 09 09:36:56 GMT 2021","Mon Aug 09 09:37:12 GMT 2021","16635","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
