"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 09 12:24:25 GMT 2021","Mon Aug 09 12:24:58 GMT 2021","33055","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","ShareSomethingOnTheWallTest","ShareSomethingOnTheWallTest()",""
"failed","Mon Aug 09 12:26:54 GMT 2021","Mon Aug 09 12:27:21 GMT 2021","27644","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","PictureUploadAndDeleteTesting","PictureUploadAndDeleteTesting()",""
"passed","Mon Aug 09 12:24:59 GMT 2021","Mon Aug 09 12:25:16 GMT 2021","17017","","logout.LogOutTest","","logout.LogOutTest","LoggingOutTest","LoggingOutTest()",""
"passed","Mon Aug 09 12:25:16 GMT 2021","Mon Aug 09 12:25:37 GMT 2021","21451","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationOurProfilTest","ModificationOurProfilTest()",""
"passed","Mon Aug 09 12:25:57 GMT 2021","Mon Aug 09 12:26:25 GMT 2021","28121","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","WritingAMessageTest","WritingAMessageTest()",""
"passed","Mon Aug 09 12:27:33 GMT 2021","Mon Aug 09 12:27:44 GMT 2021","10675","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSavingTest","StatementReadingSavingTest()",""
"passed","Mon Aug 09 12:26:25 GMT 2021","Mon Aug 09 12:26:54 GMT 2021","28620","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","SearchingForFriendsAdvancedTest","SearchingForFriendsAdvancedTest()",""
"broken","Mon Aug 09 12:24:26 GMT 2021","Mon Aug 09 12:25:05 GMT 2021","39487","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","ClickingWhomCouldIKnowTest","ClickingWhomCouldIKnowTest()",""
"passed","Mon Aug 09 12:25:37 GMT 2021","Mon Aug 09 12:25:57 GMT 2021","20019","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformationTesting","DownloadAgisInformationTesting()",""
"passed","Mon Aug 09 12:27:44 GMT 2021","Mon Aug 09 12:28:03 GMT 2021","19541","","registration.RegTest","","registration.RegTest","RegistrationTest","RegistrationTest()",""
"passed","Mon Aug 09 12:27:22 GMT 2021","Mon Aug 09 12:27:33 GMT 2021","11522","","login.LoginTest","","login.LoginTest","LoginTesting","LoginTesting()",""
