"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 18:09:09 GMT 2021","Fri Aug 06 18:09:12 GMT 2021","3168","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"broken","Fri Aug 06 18:09:28 GMT 2021","Fri Aug 06 18:09:31 GMT 2021","3156","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 18:09:37 GMT 2021","Fri Aug 06 18:09:41 GMT 2021","3133","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 18:09:22 GMT 2021","Fri Aug 06 18:09:25 GMT 2021","3174","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"broken","Fri Aug 06 18:09:25 GMT 2021","Fri Aug 06 18:09:28 GMT 2021","3167","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
"broken","Fri Aug 06 18:09:31 GMT 2021","Fri Aug 06 18:09:34 GMT 2021","3131","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Fri Aug 06 18:09:34 GMT 2021","Fri Aug 06 18:09:37 GMT 2021","3139","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Fri Aug 06 18:09:15 GMT 2021","Fri Aug 06 18:09:18 GMT 2021","3158","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 18:08:58 GMT 2021","Fri Aug 06 18:09:09 GMT 2021","11039","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 18:09:12 GMT 2021","Fri Aug 06 18:09:15 GMT 2021","3140","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
"broken","Fri Aug 06 18:09:18 GMT 2021","Fri Aug 06 18:09:22 GMT 2021","3140","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
