"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 19 21:45:22 GMT 2021","Thu Aug 19 21:46:12 GMT 2021","50835","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","ClickingWhomCouldIKnowTest","Nevek kilistázása",""
"passed","Thu Aug 19 21:47:22 GMT 2021","Thu Aug 19 21:48:59 GMT 2021","96901","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","SearchingForFriendsAdvancedTest","Részletes keresés és lapozás tesztelése",""
"failed","Thu Aug 19 21:48:59 GMT 2021","Thu Aug 19 21:49:21 GMT 2021","21615","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","PictureUploadAndDeleteTesting","Új kép feltöltése, törlése és pontos számozása",""
"passed","Thu Aug 19 21:46:12 GMT 2021","Thu Aug 19 21:46:28 GMT 2021","15276","","logout.LogOutTest","","logout.LogOutTest","LoggingOutTest","Sikeres kilépés tesztelése",""
"passed","Thu Aug 19 21:44:54 GMT 2021","Thu Aug 19 21:45:22 GMT 2021","27790","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","ShareSomethingOnTheWallTest","Posztolás tesztelése egy megadott fájlból",""
"passed","Thu Aug 19 21:46:59 GMT 2021","Thu Aug 19 21:47:22 GMT 2021","23192","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","WritingAMessageTest","Levél írásának tesztelése",""
"passed","Thu Aug 19 21:49:30 GMT 2021","Thu Aug 19 21:49:39 GMT 2021","8966","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSavingTest","Adatvédelmi nyilatkozat használatának tesztelése",""
"passed","Thu Aug 19 21:46:28 GMT 2021","Thu Aug 19 21:46:44 GMT 2021","15948","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationOurProfilTest","Profil adatainak módosítása",""
"passed","Thu Aug 19 21:49:21 GMT 2021","Thu Aug 19 21:49:30 GMT 2021","9060","","login.LoginTest","","login.LoginTest","LoginTesting","Sikeres belépés tesztelése",""
"passed","Thu Aug 19 21:46:44 GMT 2021","Thu Aug 19 21:46:59 GMT 2021","15103","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformationTesting","MyVIP Ági nevének letöltése",""
"passed","Thu Aug 19 21:44:54 GMT 2021","Thu Aug 19 21:45:21 GMT 2021","27272","","registration.RegTest","","registration.RegTest","RegistrationTest","Sikeres regisztráció automatizálásának a tesztelése",""
