"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 17:46:16 GMT 2021","Fri Aug 06 17:46:19 GMT 2021","3003","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
"broken","Fri Aug 06 17:46:03 GMT 2021","Fri Aug 06 17:46:06 GMT 2021","3137","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 17:46:25 GMT 2021","Fri Aug 06 17:46:28 GMT 2021","3004","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 17:46:34 GMT 2021","Fri Aug 06 17:46:37 GMT 2021","3006","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 17:46:28 GMT 2021","Fri Aug 06 17:46:31 GMT 2021","3003","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Fri Aug 06 17:46:31 GMT 2021","Fri Aug 06 17:46:34 GMT 2021","3004","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Fri Aug 06 17:46:10 GMT 2021","Fri Aug 06 17:46:13 GMT 2021","3003","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
"broken","Fri Aug 06 17:46:13 GMT 2021","Fri Aug 06 17:46:16 GMT 2021","3011","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 17:46:07 GMT 2021","Fri Aug 06 17:46:10 GMT 2021","3003","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
"broken","Fri Aug 06 17:46:19 GMT 2021","Fri Aug 06 17:46:22 GMT 2021","3006","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"broken","Fri Aug 06 17:46:22 GMT 2021","Fri Aug 06 17:46:25 GMT 2021","3004","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
