"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 21:30:22 GMT 2021","Fri Aug 06 21:30:25 GMT 2021","3002","","login.LoginTest","","login.LoginTest","Login","Login()",""
"broken","Fri Aug 06 21:29:58 GMT 2021","Fri Aug 06 21:30:01 GMT 2021","3124","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","DataInputFromSource","DataInputFromSource()",""
"broken","Fri Aug 06 21:30:07 GMT 2021","Fri Aug 06 21:30:10 GMT 2021","3002","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 21:30:28 GMT 2021","Fri Aug 06 21:30:31 GMT 2021","3004","","registration.RegTest","","registration.RegTest","Registration","Registration()",""
"broken","Fri Aug 06 21:30:25 GMT 2021","Fri Aug 06 21:30:28 GMT 2021","3005","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSaving","StatementReadingSaving()",""
"broken","Fri Aug 06 21:30:13 GMT 2021","Fri Aug 06 21:30:16 GMT 2021","3003","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","writeANewMessage","writeANewMessage()",""
"broken","Fri Aug 06 21:30:16 GMT 2021","Fri Aug 06 21:30:19 GMT 2021","3002","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","searchingForFriends","searchingForFriends()",""
"broken","Fri Aug 06 21:30:19 GMT 2021","Fri Aug 06 21:30:22 GMT 2021","3004","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","ModificationTest","ModificationTest()",""
"broken","Fri Aug 06 21:30:04 GMT 2021","Fri Aug 06 21:30:07 GMT 2021","3005","","logout.LogOutTest","","logout.LogOutTest","LogOutTest","LogOutTest()",""
"broken","Fri Aug 06 21:30:10 GMT 2021","Fri Aug 06 21:30:13 GMT 2021","3007","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformation","DownloadAgisInformation()",""
"broken","Fri Aug 06 21:30:01 GMT 2021","Fri Aug 06 21:30:04 GMT 2021","3012","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","clickingWhomCouldIKnow","clickingWhomCouldIKnow()",""
