"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 09 12:39:29 GMT 2021","Mon Aug 09 12:39:41 GMT 2021","11534","","login.LoginTest","","login.LoginTest","LoginTesting","LoginTesting()",""
"failed","Mon Aug 09 12:39:03 GMT 2021","Mon Aug 09 12:39:29 GMT 2021","25682","","dataAndDatasDeleting.PictureUploadAndDeleteTest","","dataAndDatasDeleting.PictureUploadAndDeleteTest","PictureUploadAndDeleteTesting","PictureUploadAndDeleteTesting()",""
"passed","Mon Aug 09 12:37:28 GMT 2021","Mon Aug 09 12:37:49 GMT 2021","20724","","dataModification.ModificationTest","","dataModification.ModificationTest","ModificationOurProfilTest","ModificationOurProfilTest()",""
"passed","Mon Aug 09 12:36:04 GMT 2021","Mon Aug 09 12:36:40 GMT 2021","36353","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","","repeatedAndSequentialDataInputFromSource.DataInputFromSourceTest","ShareSomethingOnTheWallTest","ShareSomethingOnTheWallTest()",""
"passed","Mon Aug 09 12:39:52 GMT 2021","Mon Aug 09 12:40:08 GMT 2021","15984","","registration.RegTest","","registration.RegTest","RegistrationTest","RegistrationTest()",""
"passed","Mon Aug 09 12:37:11 GMT 2021","Mon Aug 09 12:37:28 GMT 2021","17761","","logout.LogOutTest","","logout.LogOutTest","LoggingOutTest","LoggingOutTest()",""
"passed","Mon Aug 09 12:38:35 GMT 2021","Mon Aug 09 12:39:03 GMT 2021","28576","","severalPagesAccessing.turnOverTest","","severalPagesAccessing.turnOverTest","SearchingForFriendsAdvancedTest","SearchingForFriendsAdvancedTest()",""
"passed","Mon Aug 09 12:39:41 GMT 2021","Mon Aug 09 12:39:52 GMT 2021","11602","","privacyStatementUsage.StatementTest","","privacyStatementUsage.StatementTest","StatementReadingSavingTest","StatementReadingSavingTest()",""
"passed","Mon Aug 09 12:38:08 GMT 2021","Mon Aug 09 12:38:35 GMT 2021","27239","","newDataInput.InputNewDataTest","","newDataInput.InputNewDataTest","WritingAMessageTest","WritingAMessageTest()",""
"passed","Mon Aug 09 12:37:49 GMT 2021","Mon Aug 09 12:38:08 GMT 2021","18442","","dataDownloading.DownloadAgisInformationTest","","dataDownloading.DownloadAgisInformationTest","DownloadAgisInformationTesting","DownloadAgisInformationTesting()",""
"passed","Mon Aug 09 12:36:40 GMT 2021","Mon Aug 09 12:37:11 GMT 2021","30358","","listingDatas.DatasListingTest","","listingDatas.DatasListingTest","ClickingWhomCouldIKnowTest","ClickingWhomCouldIKnowTest()",""
